time_start,time_end,model,launch_place,target,carrier,launched,destroyed,not_reach_goal
6/3/2024,6/3/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
6/2/2024 11:00,6/2/2024 11:00,Reconnaissance UAVs,Unknown,"Dnipropetrovsk oblast, Pavlohrad Raion",,1,1,
6/2/2024,6/2/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea and Yeysk",Ukraine,,25,24,
6/2/2024,6/2/2024 8:00,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,1,1,
6/2/2024,6/2/2024 8:00,Cruise Missiles,Crimea,Kharkiv oblast,Unknown,1,0,
6/2/2024,6/2/2024 8:00,Surface-to-Air Missiles (SAM),Donetsk oblast,east,Unknown,1,0,
6/2/2024,6/2/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
6/2/2024,6/2/2024,Ballistic Missiles,Unknown,Odesa oblast,Unknown,1,0,
6/1/2024 19:00,6/1/2024 19:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,
6/1/2024 13:00,6/1/2024 13:00,Reconnaissance UAVs,Unknown,"Dnipropetrovsk oblast, Pavlohrad Raion",,1,0,
6/1/2024,6/1/2024 8:00,Cruise Missiles,Zaporizhzhia oblast,Ukraine,Unknown,3,0,
6/1/2024,6/1/2024 8:00,Cruise Missiles,"Saratov oblast, Caspian Sea",Ukraine,Tu-95MS,35,30,
6/1/2024,6/1/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,47,46,
6/1/2024,6/1/2024 8:00,Cruise Missiles,Black Sea,Ukraine,Unknown,10,4,
6/1/2024,6/1/2024 8:00,Ballistic Missiles,Crimea,Ukraine,Unknown,4,0,
6/1/2024,6/1/2024 8:00,Cruise Missiles,Crimea,Dnipropetrovsk oblast,Unknown,1,1,
6/1/2024,6/1/2024,Unknown UAV,Unknown,Kherson oblast,Unknown,1,1,
6/1/2024,6/1/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
6/1/2024,6/1/2024,Loitering Munition (Kamikaze Drones),Unknown,Mykolaiv oblast,Unknown,1,1,
6/1/2024,6/1/2024,Ballistic Missiles,Unknown,Kherson oblast,Unknown,1,0,
6/1/2024,6/1/2024,Surface-to-Air Missiles (SAM),Unknown,Mykolaiv oblast,Unknown,1,0,
5/31/2024,5/31/2024 8:00,Loitering Munition (Kamikaze Drones),Yeysk,Ukraine,Unknown,4,4,
5/31/2024,5/31/2024 8:00,Cruise Missiles,Kursk oblast,Kyiv oblast,Unknown,1,1,
5/31/2024,5/31/2024 8:00,Surface-to-Air Missiles (SAM),Belgorod oblast,Kharkiv oblast,Unknown,5,0,
5/31/2024,5/31/2024,Unknown Missile,Unknown,Odesa oblast,Unknown,2,1,
5/30/2024,5/30/2024 8:00,Cruise Missiles,Saratov oblast,Ukraine,Tu-95MS,11,7,
5/30/2024,5/30/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,32,32,
5/30/2024,5/30/2024 8:00,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,1,1,
5/30/2024,5/30/2024 8:00,Surface-to-Air Missiles (SAM),Unknown,Kharkiv oblast,Unknown,8,0,
5/30/2024,5/30/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
5/30/2024,5/30/2024,Loitering Munition (Kamikaze Drones),Unknown,Mykolaiv oblast,Unknown,1,1,
5/29/2024,5/29/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,13,13,
5/29/2024,5/29/2024,Ballistic Missiles,Unknown,Odesa oblast,Unknown,1,0,
5/28/2024,5/28/2024 8:00,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,1,1,
5/28/2024,5/28/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,5,5,
5/28/2024,5/28/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,2,2,
5/28/2024,5/28/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
5/28/2024,5/28/2024,Ballistic Missiles,Unknown,Odesa oblast,Unknown,1,0,
5/26/2024,5/26/2024 8:00,Hypersonic Missiles,Tambov oblast,Ukraine,MiG-31K,2,0,
5/26/2024,5/26/2024 8:00,Cruise Missiles,Saratov oblast,Ukraine,Tu-95MS,12,12,
5/26/2024,5/26/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea and Yeysk",Ukraine,,31,31,
5/23/2024,5/23/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
5/22/2024 22:55,5/22/2024 22:55,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Synelnykove Raion",,1,1,
5/22/2024,5/22/2024 8:00,Reconnaissance UAVs,Unknown,Zaporizhzhia oblast,Unknown,1,1,
5/22/2024,5/22/2024 8:00,Cruise Missiles,Unknown,Zaporizhzhia oblast,Unknown,1,1,
5/22/2024,5/22/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk and Crimea and Kursk oblast,Ukraine,Unknown,24,24,
5/22/2024,5/22/2024 8:00,Reconnaissance UAVs,Unknown,"Dnipropetrovsk oblast, Kamianske Raion",,1,1,
5/22/2024,5/22/2024,Reconnaissance UAVs,Unknown,Odesa oblast,Unknown,1,1,
5/21/2024,5/21/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast",Ukraine,,29,28,
5/20/2024 11:00,5/20/2024 11:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,
5/20/2024,5/20/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk and Kursk oblast,Ukraine,Unknown,29,29,
5/20/2024,5/20/2024 8:00,Reconnaissance UAVs,Unknown,Odesa oblast,Unknown,2,2,
5/20/2024,5/20/2024 8:00,Ballistic Missiles,Unknown,Kharkiv oblast,Unknown,1,0,
5/20/2024,5/20/2024 8:00,Ballistic Missiles,Unknown,Odesa oblast,Unknown,1,0,
5/20/2024,5/20/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
5/20/2024,5/20/2024,Reconnaissance UAVs,Unknown,Odesa oblast,Unknown,1,1,
5/20/2024,5/20/2024,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,1,1,
5/19/2024 18:00,5/19/2024 18:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Novomoskovsk Raion",,1,1,
5/19/2024,5/19/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk and Kursk oblast,Ukraine,Unknown,37,37,
5/19/2024,5/19/2024 8:00,Reconnaissance UAVs,Unknown,Odesa oblast,Unknown,1,1,
5/18/2024 16:00,5/18/2024 16:00,Cruise Missiles,Unknown,Dnipropetrovsk oblast,Unknown,1,1,
5/18/2024 16:00,5/18/2024 16:00,Reconnaissance UAVs,Unknown,Dnipropetrovsk oblast,Unknown,1,1,
5/18/2024 16:00,5/18/2024 16:00,Loitering Munition (Kamikaze Drones),Unknown,Dnipropetrovsk oblast,Unknown,1,1,
5/18/2024,5/18/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk and Kursk oblast,Ukraine,Unknown,13,13,
5/18/2024,5/18/2024 8:00,Reconnaissance UAVs,Unknown,Odesa oblast,Unknown,1,1,
5/18/2024 6:00,5/18/2024 6:00,Ballistic Missiles,Unknown,Odesa oblast,Unknown,1,0,
5/18/2024,5/18/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,2,2,
5/17/2024,5/17/2024 8:00,Reconnaissance UAVs,Unknown,Mykolaiv oblast,Unknown,1,1,
5/17/2024,5/17/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk and Kursk oblast,Ukraine,Unknown,20,20,
5/17/2024,5/17/2024 8:00,Reconnaissance UAVs,Unknown,Mykolaiv oblast,Unknown,1,1,
5/17/2024,5/17/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,2,2,
5/17/2024,5/17/2024,Cruise Missiles,Unknown,Odesa oblast,Unknown,3,3,
5/17/2024,5/17/2024,Unknown UAV,Unknown,Kherson oblast,Unknown,1,1,
5/17/2024,5/17/2024,Unknown UAV,Unknown,Kirovohrad oblast,Unknown,1,1,
5/17/2024,5/17/2024,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,1,1,
5/17/2024,5/17/2024,Ballistic Missiles,Unknown,Odesa oblast,Unknown,3,0,
5/16/2024,5/16/2024,Unknown UAV,Unknown,Kherson oblast,Unknown,1,1,
5/16/2024,5/16/2024,Loitering Munition (Kamikaze Drones),Unknown,Dnipropetrovsk oblast,Unknown,1,1,
5/15/2024 13:30,5/15/2024 13:30,Cruise Missiles,Unknown,Dnipro,Unknown,1,1,
5/15/2024,5/15/2024 8:00,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,1,1,
5/15/2024,5/15/2024 8:00,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,1,1,
5/15/2024,5/15/2024 8:00,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,1,1,
5/15/2024,5/15/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
5/15/2024,5/15/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
5/14/2024,5/14/2024 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",Ukraine,,18,18,
5/14/2024,5/14/2024 8:00,Ballistic Missiles,Crimea,Ukraine,Unknown,1,0,
5/13/2024,5/13/2024,Reconnaissance UAVs,Unknown,Mykolaiv oblast,Unknown,1,1,
5/12/2024 19:00,5/12/2024 19:00,Unknown UAV,Unknown,Kharkiv oblast,Unknown,1,1,
5/12/2024 12:00,5/12/2024 12:00,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,1,1,
5/12/2024,5/12/2024,Reconnaissance UAVs,Unknown,Odesa oblast,Unknown,1,1,
5/12/2024,5/12/2024,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,1,1,
5/11/2024 17:00,5/11/2024 17:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,
5/11/2024,5/11/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,4,4,
5/11/2024,5/11/2024,Reconnaissance UAVs,Unknown,Mykolaiv oblast,Unknown,1,1,
5/10/2024 17:00,5/10/2024 17:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,
5/10/2024,5/10/2024 8:00,Loitering Munition (Kamikaze Drones),Crimea,south,Unknown,10,10,
5/10/2024,5/10/2024 8:00,Surface-to-Air Missiles (SAM),Belgorod oblast,Kharkiv oblast,Unknown,2,0,
5/10/2024,5/10/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
5/10/2024,5/10/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
5/10/2024,5/10/2024,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,1,1,
5/9/2024,5/9/2024 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",Odesa oblast,,20,17,
5/9/2024,5/9/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,2,2,
5/9/2024,5/9/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,3,3,
5/8/2024 18:00,5/8/2024 18:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,
5/8/2024 14:00,5/8/2024 14:00,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,1,1,
5/8/2024,5/8/2024 8:00,Cruise Missiles,Zaporizhzhia oblast,Dnipropetrovsk oblast,Unknown,2,2,
5/8/2024,5/8/2024 8:00,Hypersonic Missiles,Tambov oblast,Ukraine,MiG-31K,1,0,
5/8/2024,5/8/2024 8:00,Cruise Missiles,Saratov oblast,Ukraine,Tu-95MS,45,33,
5/8/2024,5/8/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk and Kursk oblast,Ukraine,Unknown,21,20,
5/8/2024,5/8/2024 8:00,Cruise Missiles,Black Sea,south,Navi,4,4,
5/8/2024,5/8/2024 8:00,Ballistic Missiles,Crimea,Ukraine,Unknown,2,0,
5/8/2024,5/8/2024 8:00,Cruise Missiles,Crimea,Ukraine,Unknown,1,0,
5/7/2024 14:00,5/7/2024 14:00,Cruise Missiles,Unknown,Odesa oblast,Unknown,2,2,
5/6/2024 13:00,5/6/2024 13:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Synelnykove Raion",,1,1,
5/6/2024,5/6/2024,Unknown UAV,Unknown,Kherson oblast,Unknown,1,1,
5/6/2024,5/6/2024,Loitering Munition (Kamikaze Drones),Kursk oblast,Sumy oblast,Unknown,13,12,
5/6/2024,5/6/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
5/6/2024,5/6/2024,Loitering Munition (Kamikaze Drones),Unknown,Mykolaiv oblast,Unknown,3,3,
5/5/2024 13:00,5/5/2024 13:00,Reconnaissance UAVs,Unknown,Zaporizhzhia oblast,Unknown,1,1,
5/5/2024,5/5/2024,Loitering Munition (Kamikaze Drones),"Chauda, Crimea and Kursk oblast",east,,23,23,
5/5/2024,5/5/2024,Reconnaissance UAVs,Unknown,Zaporizhzhia oblast,Unknown,1,1,
5/4/2024 16:15,5/4/2024 16:15,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,
5/4/2024,5/4/2024,Loitering Munition (Kamikaze Drones),Unknown,Kharkiv oblast and Dnipropetrovsk oblast,Unknown,13,13,
5/4/2024,5/4/2024,Surface-to-Air Missiles (SAM),Belgorod oblast,east,Unknown,4,0,
5/3/2024 23:00,5/3/2024 23:00,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,1,1,
5/3/2024 17:00,5/3/2024 17:00,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,1,1,
5/3/2024 12:00,5/3/2024 12:00,Reconnaissance UAVs,Unknown,Zaporizhzhia oblast,Unknown,1,1,
5/3/2024,5/3/2024 8:00,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
5/3/2024,5/3/2024,Reconnaissance UAVs,Unknown,Mykolaiv oblast,Unknown,1,1,
5/3/2024,5/3/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
5/2/2024,5/2/2024,Reconnaissance UAVs,Unknown,Mykolaiv oblast,Unknown,1,1,
5/1/2024,5/1/2024,Cruise Missiles,Unknown,Odesa oblast,Unknown,1,1,
5/1/2024,5/1/2024,Loitering Munition (Kamikaze Drones),Unknown,Odesa oblast,Unknown,2,2,
5/1/2024,5/1/2024,Reconnaissance UAVs,Unknown,Odesa oblast,Unknown,1,1,
4/30/2024,4/30/2024 8:00,Reconnaissance UAVs,Unknown,Odesa oblast,Unknown,2,2,
4/28/2024,4/28/2024 8:00,Unknown UAV,Kherson oblast,Mykolaiv oblast,Unknown,5,1,
4/28/2024,4/28/2024 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",Ukraine,,4,4,
4/28/2024,4/28/2024 8:00,Reconnaissance UAVs,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,2,2,
4/28/2024,4/28/2024 8:00,Surface-to-Air Missiles (SAM),Belgorod oblast,east,Unknown,1,0,
4/27/2024 17:00,4/27/2024 17:00,Reconnaissance UAVs,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,
4/27/2024,4/27/2024 8:00,Cruise Missiles,Belgorod oblast and Sea of Azov,Ukraine,Unknown,9,8,
4/27/2024,4/27/2024 8:00,Hypersonic Missiles,Ryazan oblast and Tambov oblast,Ukraine,MiG-31K,4,0,
4/27/2024,4/27/2024 8:00,Cruise Missiles,Saratov oblast,Ukraine,Tu-95MS,9,6,
4/27/2024,4/27/2024 8:00,Cruise Missiles,Black Sea,Ukraine,Navi,8,6,
4/27/2024,4/27/2024 8:00,Cruise Missiles,Crimea,Ukraine,Unknown,2,1,
4/27/2024,4/27/2024 8:00,Surface-to-Air Missiles (SAM),Belgorod oblast,Ukraine,Unknown,2,0,
4/27/2024,4/27/2024,Reconnaissance UAVs,Unknown,Odesa oblast,Unknown,1,1,
4/27/2024,4/27/2024,Reconnaissance UAVs,Unknown,Odesa oblast,Unknown,1,1,
4/27/2024,4/27/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
4/27/2024,4/27/2024,Loitering Munition (Kamikaze Drones),Unknown,Odesa oblast,Unknown,1,1,
4/26/2024,4/26/2024 8:00,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
4/26/2024,4/26/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
4/25/2024 13:00,4/25/2024 13:00,Unknown Missile,Unknown,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,
4/25/2024 8:00,4/25/2024 8:00,Reconnaissance UAVs,Unknown,Odesa oblast,Unknown,1,1,
4/25/2024,4/25/2024,Reconnaissance UAVs,Unknown,Odesa oblast,Unknown,1,1,
4/24/2024 17:00,4/24/2024 17:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Synelnykove Raion",,1,1,
4/24/2024,4/24/2024,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,2,2,
4/23/2024 22:25,4/23/2024 22:25,Unknown UAV,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,
4/23/2024 20:00,4/23/2024 20:00,Reconnaissance UAVs,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,
4/23/2024 12:00,4/23/2024 12:00,Reconnaissance UAVs,Unknown,"Dnipropetrovsk oblast, Synelnykove Raion",,1,1,
4/23/2024,4/23/2024 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea and Kursk oblast",Ukraine,,16,15,
4/23/2024,4/23/2024 8:00,Ballistic Missiles,Belgorod oblast,east,Unknown,2,0,
4/22/2024 10:00,4/22/2024 10:00,Reconnaissance UAVs,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,
4/22/2024,4/22/2024 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",Odesa oblast,,7,5,
4/22/2024,4/22/2024 8:00,Surface-to-Air Missiles (SAM),Donetsk oblast,east,Unknown,3,0,
4/22/2024 7:00,4/22/2024 7:00,Reconnaissance UAVs,Unknown,Odesa oblast,Unknown,1,1,
4/20/2024 19:00,4/20/2024 19:00,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,1,1,
4/20/2024 12:00,4/20/2024 12:00,Reconnaissance UAVs,Unknown,Zaporizhzhia oblast,Unknown,1,1,
4/20/2024 9:00,4/20/2024 9:00,Reconnaissance UAVs,Unknown,"Dnipropetrovsk oblast, Synelnykove Raion",,1,1,
4/20/2024,4/20/2024 8:00,Cruise Missiles,Black Sea,Odesa oblast,Unknown,2,2,
4/20/2024,4/20/2024 8:00,Reconnaissance UAVs,Unknown,Dnipropetrovsk oblast,Unknown,1,1,
4/20/2024,4/20/2024 8:00,Reconnaissance UAVs,Unknown,Odesa oblast,Unknown,1,1,
4/20/2024,4/20/2024 8:00,Reconnaissance UAVs,Unknown,Mykolaiv oblast,Unknown,1,1,
4/20/2024,4/20/2024 8:00,Ballistic Missiles,Unknown,Ukraine,Unknown,3,0,
4/20/2024,4/20/2024 8:00,Surface-to-Air Missiles (SAM),Belgorod oblast,Ukraine,Unknown,2,0,
4/20/2024 7:00,4/20/2024 7:00,Reconnaissance UAVs,Unknown,Zaporizhzhia oblast,Unknown,1,1,
4/20/2024 5:00,4/20/2024 5:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Novomoskovsk Raion",,1,1,
4/20/2024,4/20/2024,Cruise Missiles,Unknown,Odesa oblast,Unknown,3,3,
4/19/2024 16:30,4/19/2024 16:30,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,
4/19/2024,4/19/2024 8:00,Cruise Missiles,Kursk oblast and Sea of Azov,Ukraine,Unknown,12,11,
4/19/2024,4/19/2024 8:00,Cruise Missiles,Black Sea and Sea of Azov,Ukraine,Tu-22M3,6,2,
4/19/2024,4/19/2024 8:00,Cruise Missiles,Ryazan oblast,Ukraine,Tu-95MS,2,2,
4/19/2024,4/19/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk and Kursk oblast,Ukraine,Unknown,14,14,
4/19/2024,4/19/2024 8:00,Ballistic Missiles,Crimea,Ukraine,Unknown,2,0,
4/19/2024,4/19/2024,Reconnaissance UAVs,Unknown,Odesa oblast,Unknown,4,4,
4/18/2024,4/18/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,13,13,
4/17/2024 13:00,4/17/2024 13:00,Reconnaissance UAVs,Unknown,"Dnipropetrovsk oblast, Pavlohrad Raion",,1,1,
4/16/2024,4/16/2024 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",Kharkiv oblast,,9,9,
4/14/2024 17:50,4/14/2024 17:50,Unknown Missile,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,
4/14/2024 17:30,4/14/2024 17:30,Cruise Missiles,Unknown,"Odesa oblast, Black Sea",,2,2,
4/14/2024,4/14/2024 8:00,Loitering Munition (Kamikaze Drones),Kursk oblast,Kharkiv oblast,Unknown,10,10,
4/14/2024,4/14/2024 8:00,Surface-to-Air Missiles (SAM),Donetsk oblast,east,Unknown,4,0,
4/13/2024,4/13/2024,Cruise Missiles,Unknown,Mykolaiv oblast,Unknown,1,1,
4/12/2024 20:30,4/12/2024 20:30,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,
4/12/2024 18:30,4/12/2024 18:30,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,2,2,
4/12/2024,4/12/2024 8:00,Reconnaissance UAVs,Unknown,Zaporizhzhia oblast,Unknown,1,1,
4/12/2024,4/12/2024 8:00,Cruise Missiles,Unknown,Donetsk oblast,Unknown,1,0,
4/12/2024,4/12/2024 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",Ukraine,,17,16,
4/11/2024 19:00,4/11/2024 19:00,Reconnaissance UAVs,Unknown,Zaporizhzhia oblast,Unknown,1,1,
4/11/2024 19:00,4/11/2024 19:00,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,1,1,
4/11/2024,4/11/2024 8:00,Cruise Missiles,Zaporizhzhia oblast,Zaporizhzhia oblast,Unknown,4,2,
4/11/2024,4/11/2024 8:00,Hypersonic Missiles,Tambov oblast,Lviv oblast,MIG-31K,6,0,
4/11/2024,4/11/2024 8:00,Cruise Missiles,Saratov oblast,Ukraine,Tu-95MS,20,16,
4/11/2024,4/11/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,40,39,
4/11/2024,4/11/2024 8:00,Surface-to-Air Missiles (SAM),Belgorod oblast,east,Unknown,12,0,
4/11/2024 5:00,4/11/2024 5:00,Reconnaissance UAVs,Unknown,Zaporizhzhia oblast,Unknown,1,1,
4/10/2024 20:00,4/10/2024 20:00,Reconnaissance UAVs,Unknown,Zaporizhzhia oblast,Unknown,1,1,
4/10/2024 17:00,4/10/2024 17:00,Cruise Missiles,Unknown,Zaporizhzhia oblast,Unknown,1,1,
4/10/2024 10:00,4/10/2024 10:00,Reconnaissance UAVs,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,
4/10/2024,4/10/2024 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",south,,17,14,
4/10/2024,4/10/2024 8:00,Ballistic Missiles,Crimea,south,Unknown,1,0,
4/10/2024,4/10/2024 8:00,Cruise Missiles,Crimea,south,Unknown,2,0,
4/10/2024,4/10/2024,Reconnaissance UAVs,Unknown,Odesa oblast,Unknown,2,2,
4/10/2024,4/10/2024,Reconnaissance UAVs,Unknown,Odesa oblast,Unknown,2,2,
4/9/2024 20:00,4/9/2024 20:00,Cruise Missiles,Unknown,Odesa oblast,Unknown,2,0,
4/9/2024 12:00,4/9/2024 12:00,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
4/9/2024,4/9/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,20,20,
4/9/2024,4/9/2024 8:00,Surface-to-Air Missiles (SAM),Donetsk oblast,east,Unknown,4,0,
4/8/2024,4/8/2024 8:00,Cruise Missiles,Zaporizhzhia oblast,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,
4/8/2024,4/8/2024 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea and Kursk oblast",Ukraine,,24,17,
4/8/2024,4/8/2024,Reconnaissance UAVs,Unknown,"Odesa oblast, Black Sea",,2,2,
4/7/2024 11:00,4/7/2024 11:00,Unknown UAV,Unknown,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,
4/7/2024,4/7/2024 8:00,Cruise Missiles,Luhansk oblast,east,Unknown,1,0,
4/7/2024,4/7/2024 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",Ukraine,,17,17,
4/7/2024,4/7/2024 8:00,Ballistic Missiles,Crimea,south,Unknown,1,0,
4/7/2024,4/7/2024,Reconnaissance UAVs,Unknown,"Odesa oblast, Black Sea",,1,1,
4/7/2024,4/7/2024,Reconnaissance UAVs,Unknown,"Odesa oblast, Black Sea",,1,1,
4/6/2024 12:00,4/6/2024 12:00,Reconnaissance UAVs,Unknown,"Odesa oblast, Black Sea",,2,2,
4/6/2024,4/6/2024 8:00,Cruise Missiles,Saratov oblast,Ukraine,Unknown,2,2,
4/6/2024,4/6/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk and Kursk oblast,Ukraine,Unknown,32,28,
4/6/2024,4/6/2024 8:00,Cruise Missiles,Black Sea,Zaporizhzhia oblast,Navi,1,1,
4/6/2024,4/6/2024 8:00,Surface-to-Air Missiles (SAM),Belgorod oblast,Ukraine,Unknown,3,0,
4/5/2024,4/5/2024 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",Ukraine,,13,13,
4/5/2024,4/5/2024 8:00,Ballistic Missiles,Belgorod oblast,east,Unknown,3,0,
4/5/2024,4/5/2024 8:00,Surface-to-Air Missiles (SAM),Unknown,east,Unknown,2,0,
4/5/2024,4/5/2024,Reconnaissance UAVs,Unknown,"Odesa oblast, Black Sea",,1,1,
4/4/2024,4/4/2024 8:00,Loitering Munition (Kamikaze Drones),Kursk oblast,Kharkiv oblast,Unknown,20,11,
4/4/2024,4/4/2024,Reconnaissance UAVs,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,
4/3/2024,4/3/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,4,4,
4/3/2024,4/3/2024 8:00,Surface-to-Air Missiles (SAM),Unknown,Donetsk oblast,Unknown,3,0,
4/2/2024 18:00,4/2/2024 18:00,Cruise Missiles,Unknown,Dnipro,Unknown,1,1,
4/2/2024,4/2/2024 8:00,Cruise Missiles,Zaporizhzhia oblast,east,Unknown,1,0,
4/2/2024,4/2/2024 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",Dnipropetrovsk oblast,,10,9,
